Time,Heart Rate
05:06:00,46
05:07:00,46
05:08:00,47
05:09:00,49
05:10:00,49
05:11:00,45
05:12:00,48
05:13:00,52
05:14:00,49
05:15:00,46
05:16:00,46
05:17:00,54
05:18:00,52
05:19:00,49
05:20:00,47
05:21:00,48
05:22:00,46
05:23:00,52
05:24:00,53
05:25:00,45
05:26:00,46
05:27:00,45
05:28:00,46
05:29:00,46
05:30:00,52
05:31:00,48
05:32:00,46
05:33:00,47
05:34:00,47
05:35:00,47
05:36:00,49
05:37:00,47
05:38:00,46
05:39:00,48
05:40:00,47
05:41:00,46
05:42:00,47
05:43:00,45
05:44:00,46
05:45:00,46
05:46:00,58
05:47:00,54
05:48:00,48
05:49:00,48
05:50:00,47
05:51:00,47
05:52:00,47
05:53:00,47
05:54:00,47
05:55:00,46
05:56:00,46
05:57:00,48
05:58:00,46
05:59:00,47
06:00:00,48
06:01:00,52
06:02:00,59
06:03:00,61
06:04:00,50
06:05:00,59
06:06:00,57
06:07:00,50
06:08:00,48
06:09:00,46
06:10:00,48
06:11:00,46
06:12:00,47
06:13:00,48
06:14:00,47
06:15:00,48
06:16:00,47
06:17:00,47
06:18:00,48
06:19:00,48
06:20:00,47
06:21:00,47
06:22:00,47
06:23:00,48
06:24:00,48
06:25:00,48
06:26:00,47
06:27:00,47
06:28:00,49
06:29:00,47
06:30:00,48
06:31:00,48
06:32:00,48
06:33:00,48
06:34:00,49
06:35:00,48
06:36:00,48
06:37:00,49
06:38:00,48
06:39:00,48
06:40:00,48
06:41:00,49
06:42:00,48
06:43:00,48
06:44:00,49
06:45:00,48
06:46:00,48
06:47:00,48
06:48:00,48
06:49:00,49
06:50:00,61
06:51:00,45
06:52:00,45
06:53:00,45
06:54:00,45
06:55:00,54
06:56:00,46
06:57:00,45
06:58:00,45
06:59:00,46
07:00:00,46
07:01:00,46
07:02:00,46
07:03:00,62
07:04:00,48
07:05:00,45
07:06:00,46
07:07:00,45
07:08:00,47
07:09:00,48
07:10:00,48
07:11:00,44
07:12:00,45
07:13:00,59
07:14:00,46
07:15:00,45
07:16:00,47
07:17:00,45
07:18:00,45
07:19:00,48
07:20:00,46
07:21:00,47
07:22:00,51
07:23:00,47
07:24:00,46
07:25:00,46
07:26:00,46
07:27:00,46
07:28:00,53
07:29:00,50
07:30:00,47
07:31:00,46
07:32:00,46
07:33:00,48
07:34:00,47
07:35:00,45
07:36:00,51
07:37:00,45
07:38:00,44
07:39:00,44
07:40:00,45
07:41:00,45
07:42:00,45
07:43:00,46
07:44:00,47
07:45:00,67
07:46:00,53
07:47:00,47
07:48:00,45
07:49:00,46
07:50:00,46
07:51:00,47
07:52:00,45
07:53:00,45
07:54:00,46
07:55:00,46
07:56:00,47
07:57:00,46
07:58:00,63
07:59:00,56
08:00:00,47
08:01:00,47
08:02:00,46
08:03:00,46
08:04:00,47
08:05:00,46
08:06:00,46
08:07:00,48
08:08:00,46
08:09:00,46
08:10:00,47
08:11:00,47
08:12:00,46
08:13:00,48
08:14:00,48
08:15:00,48
08:16:00,47
08:17:00,48
08:18:00,48
08:19:00,49
08:20:00,47
08:21:00,50
08:22:00,47
08:23:00,48
08:24:00,49
08:25:00,48
08:26:00,47
08:27:00,48
08:28:00,47
08:29:00,49
08:30:00,62
08:31:00,48
08:32:00,47
08:33:00,46
08:34:00,47
08:35:00,48
08:36:00,45
08:37:00,48
08:38:00,50
08:39:00,46
08:40:00,51
08:41:00,47
08:42:00,48
08:43:00,46
08:44:00,47
08:45:00,47
08:46:00,55
08:47:00,47
08:48:00,45
08:49:00,47
08:50:00,49
08:51:00,47
08:52:00,51
08:53:00,49
08:54:00,51
08:55:00,49
08:56:00,48
08:57:00,49
08:58:00,46
08:59:00,54
09:00:00,52
09:01:00,53
09:02:00,51
09:03:00,48
09:04:00,48
09:05:00,48
09:06:00,48
09:07:00,54
09:08:00,46
09:09:00,46
09:10:00,47
09:11:00,47
09:12:00,52
09:13:00,50
09:14:00,50
09:15:00,52
09:16:00,48
09:17:00,49
09:18:00,49
09:19:00,48
09:20:00,48
09:21:00,48
09:22:00,49
09:23:00,49
09:24:00,49
09:25:00,60
09:26:00,50
09:27:00,52
09:28:00,56
09:29:00,50
09:30:00,50
09:31:00,50
09:32:00,50
09:33:00,50
09:34:00,50
09:35:00,53
09:36:00,49
09:37:00,50
09:38:00,52
09:39:00,50
09:40:00,53
09:41:00,50
09:42:00,49
09:43:00,49
09:44:00,48
09:45:00,47
09:46:00,48
09:47:00,48
09:48:00,47
09:49:00,48
09:50:00,47
09:51:00,47
09:52:00,48
09:53:00,48
09:54:00,47
09:55:00,47
09:56:00,47
09:57:00,47
09:58:00,48
09:59:00,48
10:00:00,47
10:01:00,47
10:02:00,48
10:03:00,47
10:04:00,48
10:05:00,48
10:06:00,48
10:07:00,48
10:08:00,48
10:09:00,49
10:10:00,48
10:11:00,48
10:12:00,48
10:13:00,55
10:14:00,47
10:15:00,46
10:16:00,46
10:17:00,45
10:18:00,47
10:19:00,47
10:20:00,48
10:21:00,47
10:22:00,47
10:23:00,48
10:24:00,47
10:25:00,46
10:26:00,46
10:27:00,48
10:28:00,48
10:29:00,49
10:30:00,48
10:31:00,56
10:32:00,51
10:33:00,49
10:34:00,49
10:35:00,48
10:36:00,47
10:37:00,49
10:38:00,50
10:39:00,48
10:40:00,50
10:41:00,51
10:42:00,50
10:43:00,52
10:44:00,50
10:45:00,51
10:46:00,50
10:47:00,52
10:48:00,50
10:49:00,49
10:50:00,57
10:51:00,49
10:52:00,48
10:53:00,49
10:54:00,50
10:55:00,53
10:56:00,53
10:57:00,53
10:58:00,53
10:59:00,52
11:00:00,50
11:01:00,52
11:02:00,49
11:03:00,52
11:04:00,51
11:05:00,51
11:06:00,50
11:07:00,51
11:08:00,53
11:09:00,49
11:10:00,49
11:11:00,51
11:12:00,55
11:13:00,51
11:14:00,49
11:15:00,48
11:16:00,48
11:17:00,49
11:18:00,49
11:19:00,49
11:20:00,49
11:21:00,59
11:22:00,54
11:23:00,50
11:24:00,49
11:25:00,49
11:26:00,49
11:27:00,50
11:28:00,52
11:29:00,51
11:30:00,49
11:31:00,49
11:32:00,50
11:33:00,50
11:34:00,62
11:35:00,50
11:36:00,48
11:37:00,48
11:38:00,46
11:39:00,46
11:40:00,46
11:41:00,45
11:42:00,57
11:43:00,51
11:44:00,49
11:45:00,49
11:46:00,48
11:47:00,47
11:48:00,49
11:49:00,48
11:50:00,50
11:51:00,50
11:52:00,49
11:53:00,62
11:54:00,53
11:55:00,48
11:56:00,49
11:57:00,60
11:58:00,57
11:59:00,57
12:00:00,56
12:01:00,71
12:02:00,75
12:03:00,74
12:04:00,63
12:05:00,62
12:06:00,63
12:07:00,63
12:08:00,64
12:09:00,62
12:10:00,60
12:11:00,57
12:12:00,60
12:13:00,61
12:14:00,81
12:15:00,88
12:16:00,82
12:17:00,85
12:18:00,86
12:19:00,86
12:20:00,86
12:21:00,82
12:22:00,76
12:23:00,77
12:24:00,83
12:25:00,87
12:26:00,84
12:27:00,80
12:28:00,76
12:29:00,78
12:30:00,69
12:31:00,66
12:32:00,75
12:33:00,74
12:34:00,71
12:35:00,72
12:36:00,73
12:37:00,77
12:38:00,72
12:39:00,66
12:40:00,62
12:41:00,64
12:42:00,60
12:43:00,68
12:44:00,67
12:45:00,70
12:46:00,67
12:47:00,70
12:48:00,73
12:49:00,69
12:50:00,62
12:51:00,65
12:52:00,62
12:53:00,64
12:54:00,66
12:55:00,71
12:56:00,74
12:57:00,67
12:58:00,64
12:59:00,65
13:00:00,71
13:01:00,74
13:02:00,73
13:03:00,68
13:04:00,71
13:05:00,73
13:06:00,68
13:07:00,67
13:08:00,66
13:09:00,56
13:10:00,69
13:11:00,66
13:12:00,66
13:13:00,66
13:14:00,63
13:15:00,69
13:16:00,64
13:17:00,67
13:18:00,66
13:19:00,70
13:20:00,66
13:21:00,68
13:22:00,68
13:23:00,66
13:24:00,65
13:25:00,64
13:26:00,68
13:27:00,69
13:28:00,72
13:29:00,71
13:30:00,78
13:31:00,79
13:32:00,93
13:33:00,94
13:34:00,96
13:35:00,108
13:36:00,112
13:37:00,124
13:38:00,122
13:39:00,79
13:40:00,85
13:41:00,101
13:42:00,84
13:43:00,75
13:44:00,75
13:45:00,79
13:46:00,77
13:47:00,77
13:48:00,75
13:49:00,68
13:50:00,72
13:51:00,75
13:52:00,75
13:53:00,67
13:54:00,70
13:55:00,70
13:56:00,74
13:57:00,68
13:58:00,69
13:59:00,73
14:00:00,65
14:01:00,69
14:02:00,71
14:03:00,71
14:04:00,70
14:05:00,71
14:06:00,67
14:07:00,72
14:08:00,73
14:09:00,69
14:10:00,68
14:11:00,70
14:12:00,72
14:13:00,72
14:14:00,75
14:15:00,71
14:16:00,67
14:17:00,64
14:18:00,65
14:19:00,64
14:20:00,65
14:21:00,67
14:22:00,66
14:23:00,64
14:24:00,67
14:25:00,68
14:26:00,66
14:27:00,65
14:28:00,78
14:29:00,86
14:30:00,88
14:31:00,84
14:32:00,86
14:33:00,81
14:34:00,79
14:35:00,82
14:36:00,84
14:37:00,88
14:38:00,75
14:39:00,68
14:40:00,70
14:41:00,70
14:42:00,69
14:43:00,71
14:44:00,68
14:45:00,64
14:46:00,63
14:47:00,66
14:48:00,65
14:49:00,65
14:50:00,63
14:51:00,66
14:52:00,65
14:53:00,65
14:54:00,66
14:55:00,66
14:56:00,63
14:57:00,68
14:58:00,67
14:59:00,62
15:00:00,63
15:01:00,63
15:02:00,65
15:03:00,64
15:04:00,61
15:05:00,73
15:06:00,88
15:07:00,70
15:08:00,65
15:09:00,74
15:10:00,72
15:11:00,66
15:12:00,65
15:13:00,63
15:14:00,62
15:15:00,64
15:16:00,69
15:17:00,65
15:18:00,68
15:19:00,65
15:20:00,67
15:21:00,66
15:22:00,65
15:23:00,65
15:24:00,71
15:25:00,77
15:26:00,74
15:27:00,72
15:28:00,69
15:29:00,68
15:30:00,70
15:31:00,70
15:32:00,66
15:33:00,64
15:34:00,70
15:35:00,64
15:36:00,65
15:37:00,69
15:38:00,69
15:39:00,67
15:40:00,67
15:41:00,69
15:42:00,64
15:43:00,61
15:44:00,62
15:45:00,63
15:46:00,62
15:47:00,62
15:48:00,61
15:49:00,61
15:50:00,67
15:51:00,74
15:52:00,65
15:53:00,63
15:54:00,66
15:55:00,63
15:56:00,66
15:57:00,69
15:58:00,65
15:59:00,62
16:00:00,58
16:01:00,59
16:02:00,56
16:03:00,57
16:04:00,60
16:05:00,57
16:06:00,58
16:07:00,58
16:08:00,60
16:09:00,61
16:10:00,59
16:11:00,57
16:12:00,66
16:13:00,59
16:14:00,58
16:15:00,61
16:16:00,56
16:17:00,61
16:18:00,58
16:19:00,58
16:20:00,58
16:21:00,59
16:22:00,68
16:23:00,73
16:24:00,71
16:25:00,62
16:26:00,60
16:27:00,61
16:28:00,62
16:29:00,59
16:30:00,59
16:31:00,63
16:32:00,64
16:33:00,68
16:34:00,68
16:35:00,64
16:36:00,60
16:37:00,66
16:38:00,63
16:39:00,62
16:40:00,62
16:41:00,64
16:42:00,63
16:43:00,61
16:44:00,65
16:45:00,61
16:46:00,62
16:47:00,61
16:48:00,58
16:49:00,57
16:50:00,61
16:51:00,59
16:52:00,63
16:53:00,62
16:54:00,59
16:55:00,61
16:56:00,68
16:57:00,69
16:58:00,75
16:59:00,74
17:00:00,68
17:01:00,73
17:02:00,73
17:03:00,69
17:04:00,71
17:05:00,71
17:06:00,70
17:07:00,70
17:08:00,80
17:09:00,122
17:10:00,154
17:11:00,153
17:12:00,159
17:13:00,157
17:14:00,165
17:15:00,166
17:16:00,169
17:17:00,171
17:18:00,170
17:19:00,168
17:20:00,169
17:21:00,172
17:22:00,171
17:23:00,172
17:24:00,172
17:25:00,174
17:26:00,176
17:27:00,177
17:28:00,171
17:29:00,169
17:30:00,170
17:31:00,173
17:32:00,172
17:33:00,171
17:34:00,168
17:35:00,170
17:36:00,171
17:37:00,171
17:38:00,171
17:39:00,173
17:40:00,173
17:41:00,164
17:42:00,128
17:43:00,114
17:44:00,111
17:45:00,109
17:46:00,114
17:47:00,111
17:48:00,101
17:49:00,103
17:50:00,105
17:51:00,103
17:52:00,102
17:53:00,101
17:54:00,100
17:55:00,102
17:56:00,99
17:57:00,100
17:58:00,93
17:59:00,93
18:00:00,98
18:01:00,104
18:02:00,111
18:03:00,118
18:04:00,121
18:05:00,120
18:06:00,113
18:07:00,105
18:08:00,102
18:09:00,101
18:10:00,95
18:11:00,84
18:12:00,82
18:13:00,80
18:14:00,84
18:15:00,83
18:16:00,80
18:17:00,78
18:18:00,76
18:19:00,76
18:20:00,65
18:21:00,67
18:22:00,69
18:23:00,77
18:24:00,68
18:25:00,65
18:26:00,64
18:27:00,67
18:28:00,68
18:29:00,69
18:30:00,63
18:31:00,63
18:32:00,63
18:33:00,60
19:58:00,70
19:59:00,67
20:00:00,69
20:01:00,66
20:02:00,69
20:03:00,67
20:04:00,67
20:05:00,64
20:06:00,63
20:07:00,63
20:08:00,62
20:09:00,65
20:10:00,64
20:11:00,67
20:12:00,70
20:13:00,71
20:14:00,64
20:15:00,66
20:16:00,70
20:17:00,69
20:18:00,64
20:19:00,69
20:20:00,68
20:21:00,66
20:22:00,67
20:23:00,64
20:24:00,68
20:25:00,64
20:26:00,66
20:27:00,61
20:28:00,66
20:29:00,64
20:30:00,71
20:31:00,70
20:32:00,64
20:33:00,66
20:34:00,66
20:35:00,67
20:36:00,70
20:37:00,73
20:38:00,67
20:39:00,73
20:40:00,71
20:41:00,73
20:42:00,74
20:43:00,68
20:44:00,68
20:45:00,71
20:46:00,66
20:47:00,68
20:48:00,74
20:49:00,73
20:50:00,66
20:51:00,70
20:52:00,72
20:53:00,74
20:54:00,72
20:55:00,72
20:56:00,69
20:57:00,70
20:58:00,72
20:59:00,74
21:00:00,71
21:01:00,67
21:02:00,71
21:03:00,72
21:04:00,73
21:05:00,69
21:06:00,67
21:07:00,72
21:08:00,69
21:09:00,69
21:10:00,73
21:11:00,74
21:12:00,73
21:13:00,74
21:14:00,69
21:15:00,69
21:16:00,69
21:17:00,69
21:18:00,68
21:19:00,69
21:20:00,67
21:21:00,70
21:22:00,70
21:23:00,67
21:24:00,69
21:25:00,68
21:26:00,68
21:27:00,68
21:28:00,67
21:29:00,67
21:30:00,69
21:31:00,70
21:32:00,69
21:33:00,66
21:34:00,66
21:35:00,69
21:36:00,70
21:37:00,68
21:38:00,72
21:39:00,68
21:40:00,68
21:41:00,73
21:42:00,75
21:43:00,76
21:44:00,74
21:45:00,75
21:46:00,71
21:47:00,74
21:48:00,75
21:49:00,71
21:50:00,66
21:51:00,70
21:52:00,68
21:53:00,67
21:54:00,70
21:55:00,72
21:56:00,70
21:57:00,73
21:58:00,70
21:59:00,69
22:00:00,67
22:01:00,71
22:02:00,70
22:03:00,68
22:04:00,69
22:05:00,75
22:06:00,69
22:07:00,73
22:08:00,71
22:09:00,69
22:10:00,69
22:11:00,70
22:12:00,74
22:13:00,71
22:14:00,70
22:15:00,71
22:16:00,72
22:17:00,74
22:18:00,80
22:19:00,84
22:20:00,87
22:21:00,88
22:22:00,82
22:23:00,80
22:24:00,74
22:25:00,74
22:26:00,68
22:27:00,69
22:28:00,69
22:29:00,70
22:30:00,72
22:31:00,70
22:32:00,69
22:33:00,70
22:34:00,70
22:35:00,70
22:36:00,60
22:37:00,63
22:38:00,65
22:39:00,66
22:40:00,67
22:41:00,66
22:42:00,63
22:43:00,63
22:44:00,66
22:45:00,67
22:46:00,65
22:47:00,64
22:48:00,64
22:49:00,64
22:50:00,67
22:51:00,65
22:52:00,68
22:53:00,65
22:54:00,64
22:55:00,63
22:56:00,63
22:57:00,64
22:58:00,63
22:59:00,66
23:00:00,66
23:01:00,70
23:02:00,69
23:03:00,62
23:04:00,65
23:05:00,66
23:06:00,64
23:07:00,67
23:08:00,63
23:09:00,66
23:10:00,63
23:11:00,61
23:12:00,61
23:13:00,61
23:14:00,60
23:15:00,66
23:16:00,65
23:17:00,64
23:18:00,63
23:19:00,65
23:20:00,68
23:21:00,69
23:22:00,68
23:23:00,61
23:24:00,63
23:25:00,69
23:26:00,66
23:27:00,57
23:28:00,60
23:29:00,61
23:30:00,60
23:31:00,64
23:32:00,65
23:33:00,66
23:34:00,65
23:35:00,56
23:36:00,53
23:37:00,55
23:38:00,58
23:39:00,56
23:40:00,58
23:41:00,64
23:42:00,65
23:43:00,74
23:44:00,79
23:45:00,58
23:46:00,57
23:47:00,58
23:48:00,56
23:49:00,54
23:50:00,56
23:51:00,59
23:52:00,62
23:53:00,61
23:54:00,56
23:55:00,57
23:56:00,56
23:57:00,57
23:58:00,60
23:59:00,60
