Time,Heart Rate
04:32:00,50
04:33:00,48
04:34:00,51
04:35:00,63
04:36:00,50
04:37:00,50
04:38:00,47
04:39:00,49
04:40:00,50
04:41:00,50
04:42:00,50
04:43:00,48
04:44:00,48
04:45:00,49
04:46:00,47
04:47:00,49
04:48:00,46
04:49:00,54
04:50:00,48
04:51:00,47
04:52:00,47
04:53:00,50
04:54:00,47
04:55:00,46
04:56:00,46
04:57:00,47
04:58:00,46
04:59:00,47
05:00:00,47
05:01:00,46
05:02:00,47
05:03:00,47
05:04:00,48
05:05:00,47
05:06:00,46
05:07:00,47
05:08:00,47
05:09:00,47
05:10:00,47
05:11:00,58
05:12:00,54
05:13:00,48
05:14:00,48
05:15:00,48
05:16:00,51
05:17:00,50
05:18:00,47
05:19:00,57
05:20:00,49
05:21:00,49
05:22:00,49
05:23:00,49
05:24:00,49
05:25:00,48
05:26:00,49
05:27:00,49
05:28:00,51
05:29:00,51
05:30:00,47
05:31:00,49
05:32:00,53
05:33:00,49
05:34:00,47
05:35:00,48
05:36:00,46
05:37:00,48
05:38:00,47
05:39:00,47
05:40:00,47
05:41:00,47
05:42:00,48
05:43:00,47
05:44:00,48
05:45:00,48
05:46:00,49
05:47:00,48
05:48:00,48
05:49:00,48
05:50:00,49
05:51:00,48
05:52:00,48
05:53:00,48
05:54:00,49
05:55:00,49
05:56:00,47
05:57:00,57
05:58:00,47
05:59:00,46
06:00:00,47
06:01:00,47
06:02:00,46
06:03:00,58
06:04:00,55
06:05:00,53
06:06:00,48
06:07:00,49
06:08:00,49
06:09:00,52
06:10:00,49
06:11:00,45
06:12:00,47
06:13:00,47
06:14:00,46
06:15:00,47
06:16:00,48
06:17:00,53
06:18:00,49
06:19:00,47
06:20:00,54
06:21:00,48
06:22:00,47
06:23:00,48
06:24:00,55
06:25:00,49
06:26:00,49
06:27:00,47
06:28:00,46
06:29:00,48
06:30:00,48
06:31:00,49
06:32:00,48
06:33:00,50
06:34:00,52
06:35:00,51
06:36:00,50
06:37:00,52
06:38:00,51
06:39:00,50
06:40:00,52
06:41:00,51
06:42:00,50
06:43:00,52
06:44:00,49
06:45:00,50
06:46:00,52
06:47:00,50
06:48:00,48
06:49:00,48
06:50:00,50
06:51:00,50
06:52:00,49
06:53:00,59
06:54:00,49
06:55:00,48
06:56:00,46
07:09:00,47
07:10:00,47
07:11:00,47
07:12:00,54
07:13:00,46
07:14:00,47
07:15:00,45
07:16:00,46
07:17:00,45
07:18:00,45
07:19:00,46
07:20:00,47
07:21:00,46
07:22:00,46
07:23:00,46
07:24:00,47
07:25:00,46
07:26:00,46
07:27:00,46
07:28:00,46
07:29:00,47
07:30:00,65
07:31:00,46
07:32:00,45
07:33:00,45
07:34:00,45
07:35:00,45
07:36:00,47
07:37:00,46
07:38:00,47
07:39:00,47
07:40:00,46
07:41:00,46
07:42:00,46
07:43:00,46
07:44:00,47
07:45:00,47
07:46:00,49
07:47:00,54
07:48:00,47
07:49:00,44
07:50:00,45
07:51:00,46
07:52:00,56
07:53:00,47
07:54:00,46
07:55:00,47
07:56:00,48
07:57:00,47
07:58:00,49
07:59:00,48
08:00:00,52
08:01:00,48
08:02:00,48
08:03:00,48
08:04:00,48
08:05:00,49
08:06:00,48
08:07:00,53
08:08:00,45
08:09:00,44
08:10:00,45
08:11:00,46
08:12:00,46
08:13:00,48
08:14:00,48
08:15:00,48
08:16:00,51
08:17:00,51
08:18:00,49
08:19:00,46
08:20:00,46
08:21:00,48
08:22:00,46
08:23:00,45
08:24:00,47
08:25:00,47
08:26:00,49
08:27:00,47
08:28:00,48
08:29:00,47
08:30:00,49
08:31:00,47
08:32:00,50
08:33:00,47
08:34:00,48
08:35:00,49
08:36:00,48
08:37:00,48
08:38:00,48
08:39:00,50
08:40:00,51
08:41:00,55
08:42:00,52
08:43:00,49
08:44:00,49
08:45:00,49
08:46:00,47
08:47:00,56
08:48:00,51
08:49:00,48
08:50:00,47
08:51:00,50
08:52:00,47
08:53:00,47
08:54:00,46
08:55:00,48
08:56:00,47
08:57:00,46
08:58:00,48
08:59:00,46
09:00:00,47
09:01:00,48
09:02:00,48
09:03:00,49
09:04:00,47
09:05:00,48
09:06:00,47
09:07:00,48
09:08:00,50
09:09:00,49
09:10:00,48
09:11:00,48
09:12:00,50
09:13:00,49
09:14:00,49
09:15:00,48
09:16:00,48
09:17:00,50
09:18:00,51
09:19:00,48
09:20:00,49
09:21:00,49
09:22:00,49
09:23:00,51
09:24:00,49
09:25:00,50
09:26:00,50
09:27:00,49
09:28:00,51
09:29:00,50
09:30:00,49
09:31:00,50
09:32:00,51
09:33:00,49
09:34:00,50
09:35:00,51
09:36:00,51
09:37:00,50
09:38:00,64
09:39:00,55
09:40:00,56
09:41:00,50
09:42:00,50
09:43:00,56
09:44:00,49
09:45:00,49
09:46:00,51
09:47:00,46
09:48:00,48
09:49:00,51
09:50:00,50
09:51:00,50
09:52:00,56
09:53:00,50
09:54:00,51
09:55:00,50
09:56:00,54
09:57:00,52
09:58:00,51
09:59:00,49
10:00:00,50
10:01:00,51
10:02:00,50
10:03:00,55
10:04:00,50
10:05:00,52
10:06:00,49
10:07:00,55
10:08:00,52
10:09:00,55
10:10:00,49
10:11:00,53
10:12:00,48
10:13:00,54
10:14:00,58
10:15:00,51
10:16:00,57
10:17:00,55
10:18:00,57
10:19:00,67
10:20:00,65
10:21:00,66
10:22:00,69
10:23:00,60
10:24:00,60
10:25:00,58
10:26:00,59
10:27:00,70
10:28:00,82
10:29:00,79
10:30:00,74
10:31:00,74
10:32:00,81
10:33:00,81
10:34:00,81
10:35:00,75
10:36:00,80
10:37:00,82
10:38:00,79
10:39:00,81
10:40:00,79
10:41:00,79
10:42:00,82
10:43:00,80
10:44:00,82
10:45:00,86
10:46:00,89
10:47:00,84
10:48:00,81
10:49:00,88
10:50:00,82
10:51:00,110
10:52:00,147
10:53:00,150
10:54:00,154
10:55:00,154
10:56:00,158
10:57:00,163
10:58:00,163
10:59:00,163
11:00:00,166
11:01:00,167
11:02:00,170
11:03:00,169
11:04:00,169
11:05:00,165
11:06:00,167
11:07:00,166
11:08:00,165
11:09:00,165
11:10:00,163
11:11:00,165
11:12:00,165
11:13:00,166
11:14:00,166
11:15:00,169
11:16:00,167
11:17:00,166
11:18:00,168
11:19:00,169
11:20:00,171
11:21:00,172
11:22:00,163
11:23:00,138
11:24:00,125
11:25:00,121
11:26:00,119
11:27:00,115
11:28:00,111
11:29:00,110
11:30:00,113
11:31:00,118
11:32:00,116
11:33:00,109
11:34:00,105
11:35:00,101
11:36:00,93
11:37:00,97
11:38:00,94
11:39:00,90
11:40:00,92
11:41:00,93
11:42:00,92
11:43:00,91
11:44:00,92
11:45:00,97
11:46:00,103
11:47:00,109
11:48:00,101
11:49:00,101
11:50:00,110
11:51:00,102
11:52:00,135
11:53:00,123
11:55:00,110
11:56:00,104
11:57:00,115
11:58:00,120
11:59:00,120
12:00:00,122
12:01:00,120
12:02:00,110
12:03:00,109
12:04:00,95
12:05:00,87
12:06:00,95
12:07:00,85
12:08:00,84
12:29:00,76
12:30:00,89
12:31:00,90
12:32:00,88
12:33:00,88
12:34:00,92
12:35:00,90
12:36:00,86
12:37:00,91
12:38:00,94
12:39:00,86
12:40:00,86
12:41:00,83
12:42:00,81
12:43:00,79
12:44:00,75
12:45:00,70
12:46:00,72
12:47:00,68
12:48:00,74
12:49:00,75
12:50:00,71
12:51:00,68
12:52:00,75
12:53:00,72
12:54:00,71
12:55:00,71
12:56:00,73
12:57:00,70
12:58:00,71
12:59:00,72
13:00:00,63
13:01:00,64
13:02:00,60
13:03:00,69
13:04:00,68
13:05:00,66
13:06:00,71
13:07:00,69
13:08:00,73
13:09:00,70
13:10:00,70
13:11:00,70
13:12:00,66
13:13:00,68
13:14:00,68
13:15:00,72
13:16:00,76
13:17:00,75
13:18:00,83
13:19:00,77
13:20:00,68
13:21:00,71
13:22:00,70
13:23:00,70
13:24:00,64
13:25:00,62
13:26:00,65
13:27:00,65
13:28:00,65
13:29:00,66
13:30:00,65
13:31:00,66
13:32:00,65
13:33:00,67
13:34:00,69
13:35:00,67
13:36:00,64
13:37:00,65
13:38:00,61
13:39:00,66
13:40:00,67
13:41:00,63
13:42:00,64
13:43:00,62
13:44:00,64
13:45:00,63
13:46:00,62
13:47:00,66
13:48:00,68
13:49:00,67
13:50:00,65
13:51:00,67
13:52:00,64
13:53:00,71
13:54:00,70
13:55:00,69
13:56:00,70
13:57:00,69
13:58:00,65
13:59:00,61
14:00:00,64
14:01:00,60
14:02:00,69
14:03:00,66
14:04:00,64
14:05:00,62
14:06:00,65
14:07:00,66
14:08:00,63
14:09:00,65
14:10:00,65
14:11:00,66
14:12:00,68
14:13:00,73
14:14:00,73
14:15:00,78
14:16:00,75
14:17:00,75
14:18:00,73
14:19:00,65
14:20:00,66
14:21:00,63
14:22:00,70
14:23:00,71
14:24:00,71
14:25:00,71
14:26:00,72
14:27:00,69
14:28:00,70
14:29:00,67
14:30:00,71
14:31:00,66
14:32:00,60
14:33:00,63
14:34:00,62
14:35:00,62
14:36:00,65
14:37:00,62
14:38:00,63
14:39:00,61
14:40:00,60
14:41:00,71
14:42:00,77
14:43:00,75
14:44:00,75
14:45:00,80
14:46:00,94
14:47:00,66
14:48:00,66
14:49:00,65
14:50:00,67
14:51:00,70
14:52:00,59
14:53:00,64
14:54:00,61
14:55:00,60
14:56:00,59
14:57:00,62
14:58:00,63
14:59:00,71
15:00:00,81
15:01:00,75
15:02:00,76
15:03:00,93
15:04:00,101
15:05:00,94
15:06:00,70
15:07:00,60
15:08:00,64
15:09:00,66
15:10:00,67
15:11:00,65
15:12:00,63
15:13:00,62
15:14:00,62
15:15:00,62
15:16:00,64
15:17:00,64
15:18:00,62
15:19:00,62
15:20:00,65
15:21:00,68
15:22:00,66
15:23:00,65
15:24:00,65
15:25:00,64
15:26:00,62
15:27:00,63
15:28:00,64
15:29:00,65
15:30:00,64
15:31:00,64
15:32:00,61
15:33:00,65
15:34:00,64
15:35:00,65
15:36:00,65
15:37:00,72
15:38:00,65
15:39:00,65
15:40:00,62
15:41:00,70
15:42:00,61
15:43:00,63
15:44:00,68
15:45:00,72
15:46:00,69
15:47:00,77
15:48:00,86
15:49:00,77
15:50:00,73
15:51:00,73
15:52:00,73
15:53:00,70
15:54:00,66
15:55:00,63
15:56:00,65
15:57:00,65
15:58:00,65
15:59:00,70
16:00:00,70
16:01:00,65
16:02:00,62
16:03:00,59
16:04:00,57
16:05:00,56
16:06:00,56
16:07:00,57
16:08:00,57
16:09:00,57
16:10:00,59
16:11:00,61
16:12:00,58
16:13:00,60
16:14:00,60
16:15:00,60
16:16:00,66
16:17:00,68
16:18:00,67
16:19:00,67
16:20:00,69
16:21:00,71
16:22:00,68
16:23:00,64
16:24:00,64
16:25:00,66
16:26:00,64
16:27:00,63
16:28:00,60
16:29:00,66
16:30:00,60
16:31:00,63
16:32:00,68
16:33:00,68
16:34:00,68
16:35:00,65
16:36:00,66
16:37:00,70
16:38:00,66
16:39:00,65
16:40:00,67
16:41:00,59
16:42:00,61
16:43:00,64
16:44:00,63
16:45:00,66
16:46:00,65
16:47:00,64
16:48:00,65
16:49:00,69
16:50:00,69
16:51:00,65
16:52:00,64
16:53:00,67
16:54:00,70
16:55:00,68
16:56:00,74
16:57:00,72
16:58:00,63
16:59:00,57
17:00:00,65
17:01:00,69
17:02:00,61
17:03:00,63
17:04:00,65
17:05:00,72
17:06:00,68
17:07:00,68
17:08:00,69
17:09:00,74
17:10:00,69
17:11:00,69
17:12:00,71
17:13:00,74
17:14:00,77
17:15:00,77
17:16:00,72
17:17:00,84
17:18:00,83
17:19:00,80
17:20:00,82
17:21:00,89
17:22:00,93
17:23:00,108
17:24:00,87
17:25:00,68
17:26:00,70
17:27:00,71
17:28:00,70
17:29:00,66
17:30:00,63
17:31:00,65
17:32:00,62
17:33:00,61
17:34:00,63
17:35:00,61
17:36:00,62
17:37:00,64
17:38:00,60
17:39:00,62
17:40:00,60
17:41:00,64
17:42:00,62
17:43:00,63
17:44:00,61
17:45:00,61
17:46:00,58
17:47:00,60
17:48:00,62
17:49:00,62
17:50:00,63
17:51:00,57
17:52:00,59
17:53:00,64
17:54:00,65
17:55:00,60
17:56:00,62
17:57:00,63
17:58:00,60
17:59:00,60
18:00:00,62
18:01:00,61
18:02:00,67
18:03:00,63
18:04:00,62
18:05:00,66
18:06:00,63
18:07:00,62
18:08:00,65
18:09:00,60
18:10:00,62
18:11:00,64
18:12:00,62
18:13:00,59
18:14:00,59
18:15:00,60
18:16:00,61
18:17:00,62
18:18:00,61
18:19:00,63
18:20:00,60
18:21:00,60
18:22:00,59
18:23:00,59
18:24:00,65
18:25:00,59
18:26:00,62
18:27:00,60
18:28:00,61
18:29:00,63
18:30:00,60
18:31:00,62
18:32:00,69
18:33:00,70
18:34:00,59
18:35:00,57
18:36:00,60
18:37:00,59
18:38:00,62
18:39:00,63
18:40:00,61
18:41:00,58
18:42:00,58
18:43:00,66
18:44:00,64
18:45:00,62
18:46:00,65
18:47:00,59
18:48:00,57
18:49:00,63
18:50:00,64
18:51:00,65
18:52:00,66
18:53:00,66
18:54:00,66
18:55:00,63
18:56:00,69
18:57:00,65
18:58:00,67
18:59:00,66
19:00:00,62
19:01:00,62
19:02:00,66
19:03:00,64
19:04:00,65
19:05:00,65
19:06:00,69
19:07:00,67
19:08:00,67
19:09:00,65
19:10:00,65
19:11:00,65
19:12:00,62
19:13:00,58
19:14:00,63
19:15:00,61
19:16:00,61
19:17:00,64
19:18:00,62
19:19:00,66
19:20:00,68
19:21:00,68
19:22:00,63
19:23:00,58
19:24:00,59
19:25:00,60
19:26:00,62
19:27:00,63
19:28:00,62
19:29:00,63
19:30:00,64
19:31:00,61
19:32:00,61
19:33:00,61
19:34:00,60
19:35:00,60
19:36:00,58
19:37:00,57
19:38:00,59
19:39:00,63
19:40:00,60
19:41:00,59
19:42:00,59
19:43:00,59
19:44:00,62
19:45:00,62
19:46:00,62
19:47:00,64
19:48:00,62
19:49:00,66
19:50:00,62
19:51:00,61
19:52:00,65
19:53:00,65
19:54:00,64
19:55:00,62
19:56:00,64
19:57:00,64
19:58:00,60
19:59:00,61
20:00:00,62
20:01:00,63
20:02:00,63
20:03:00,63
20:04:00,67
20:05:00,71
20:06:00,76
20:07:00,68
20:08:00,69
20:09:00,67
20:10:00,73
20:11:00,77
20:12:00,72
20:13:00,71
20:14:00,70
20:15:00,70
20:16:00,66
20:17:00,75
20:18:00,70
20:19:00,67
20:20:00,71
20:21:00,72
20:22:00,70
20:23:00,70
20:24:00,63
20:25:00,62
20:26:00,65
20:27:00,64
20:28:00,64
20:29:00,65
20:30:00,65
20:31:00,62
20:32:00,60
20:33:00,62
20:34:00,62
20:35:00,62
20:36:00,63
20:37:00,60
20:38:00,59
20:39:00,58
20:40:00,62
20:41:00,71
20:42:00,61
20:43:00,61
20:44:00,61
20:45:00,60
20:46:00,60
20:47:00,60
20:48:00,58
20:49:00,58
20:50:00,62
20:51:00,64
20:52:00,62
20:53:00,61
20:54:00,68
20:55:00,66
20:56:00,62
20:57:00,59
20:58:00,63
20:59:00,61
21:00:00,62
21:01:00,63
21:02:00,68
21:03:00,70
21:04:00,68
21:05:00,69
21:06:00,69
21:07:00,76
21:08:00,61
21:09:00,64
21:10:00,61
21:11:00,62
21:12:00,62
21:13:00,59
21:14:00,63
21:15:00,61
21:16:00,62
21:17:00,66
21:18:00,67
21:19:00,67
21:20:00,70
21:21:00,68
21:22:00,70
21:23:00,67
21:24:00,66
21:25:00,67
21:26:00,65
21:27:00,70
21:28:00,64
21:29:00,68
21:30:00,66
21:31:00,65
21:32:00,65
21:33:00,72
21:34:00,64
21:35:00,64
21:36:00,62
21:37:00,62
21:38:00,60
21:39:00,64
21:40:00,65
21:41:00,70
21:42:00,69
21:43:00,66
21:44:00,66
21:45:00,68
21:46:00,65
21:47:00,60
21:48:00,66
21:49:00,65
21:50:00,64
21:51:00,64
21:52:00,61
21:53:00,68
21:54:00,70
21:55:00,75
21:56:00,82
21:57:00,81
21:58:00,82
21:59:00,81
22:00:00,79
22:01:00,83
22:02:00,74
22:03:00,63
22:04:00,62
22:05:00,64
22:06:00,61
22:07:00,61
22:08:00,61
22:09:00,61
22:10:00,61
22:11:00,60
22:12:00,59
22:13:00,61
22:14:00,63
22:15:00,62
22:16:00,62
22:17:00,58
22:18:00,61
22:19:00,62
22:20:00,61
22:21:00,64
22:22:00,66
22:23:00,58
22:24:00,57
22:25:00,56
22:26:00,57
22:27:00,60
22:28:00,59
22:29:00,59
22:30:00,60
22:31:00,59
22:32:00,59
22:33:00,61
22:34:00,59
22:35:00,60
22:36:00,60
22:37:00,56
22:38:00,58
22:39:00,60
22:40:00,60
22:41:00,61
22:42:00,59
22:43:00,61
22:44:00,62
22:45:00,62
22:46:00,63
22:47:00,58
22:48:00,57
22:49:00,58
22:50:00,61
22:51:00,62
22:52:00,61
22:53:00,67
22:54:00,68
22:55:00,63
22:56:00,64
22:57:00,64
22:58:00,63
22:59:00,62
23:00:00,62
23:01:00,63
23:02:00,62
23:03:00,62
23:04:00,62
23:05:00,64
23:06:00,65
23:07:00,64
23:08:00,59
23:09:00,60
23:10:00,63
23:11:00,61
23:12:00,60
23:13:00,60
23:14:00,57
23:15:00,60
23:16:00,60
23:17:00,56
23:18:00,62
23:19:00,57
23:20:00,60
23:21:00,60
23:22:00,62
23:23:00,62
23:24:00,59
23:25:00,61
23:26:00,60
23:27:00,60
23:28:00,63
23:29:00,59
23:30:00,61
23:31:00,63
23:32:00,61
23:33:00,63
23:34:00,61
23:35:00,63
23:36:00,65
23:37:00,61
23:38:00,62
23:39:00,62
23:40:00,61
23:41:00,59
23:42:00,60
23:43:00,60
23:44:00,57
23:45:00,57
23:46:00,58
23:47:00,61
23:48:00,56
23:49:00,65
23:50:00,62
23:51:00,64
23:52:00,63
23:53:00,60
23:54:00,62
23:55:00,62
23:56:00,62
23:57:00,60
23:58:00,56
23:59:00,61
